"multimodality","value"
0,0.00225
1,0.9945
2,0.00325
"multimodality","value"
0,0.00075
1,0.99325
2,0.006
"multimodality","value"
0,0.00575
1,0.9885
2,0.00575
"multimodality","value"
0,0.00075
1,0.9945
2,0.00475
"multimodality","value"
0,5e-04
1,0.99675
2,0.00275
"multimodality","value"
1,0.999
2,0.001
"multimodality","value"
0,0.002
1,0.98425
2,0.01375
"multimodality","value"
1,0.99975
2,0.00025
"multimodality","value"
0,5e-04
1,0.995
2,0.0045
"multimodality","value"
0,5e-04
1,0.99075
2,0.00875
"multimodality","value"
0,0.00025
1,0.9985
2,0.00125
"multimodality","value"
0,0.00675
1,0.9715
2,0.02175
"multimodality","value"
1,0.99725
2,0.00275
"multimodality","value"
0,0.00025
1,0.9225
2,0.07675
3,5e-04
"multimodality","value"
1,1
"multimodality","value"
1,1
"multimodality","value"
0,0.001
1,0.99825
2,0.00075
"multimodality","value"
1,1
"multimodality","value"
0,0.00175
1,0.9755
2,0.02275
"multimodality","value"
1,0.9925
2,0.0075
"multimodality","value"
0,0.005
1,0.987
2,0.008
"multimodality","value"
1,0.9915
2,0.0085
"multimodality","value"
0,0.00125
1,0.99875
"multimodality","value"
1,0.96
2,0.04
"multimodality","value"
0,0.00025
1,0.9965
2,0.003
3,0.00025
"multimodality","value"
0,0.00075
1,0.9975
2,0.00175
"multimodality","value"
0,0.001
1,0.99425
2,0.00475
"multimodality","value"
1,0.9995
2,5e-04
"multimodality","value"
0,0.00025
1,0.99925
2,5e-04
"multimodality","value"
1,0.99975
2,0.00025
"multimodality","value"
0,0.00025
1,0.997
2,0.00275
"multimodality","value"
1,0.999
2,0.001
"multimodality","value"
0,0.00075
1,0.98175
2,0.0175
"multimodality","value"
0,0.0015
1,0.998
2,5e-04
"multimodality","value"
1,0.9995
2,5e-04
"multimodality","value"
0,0.00025
1,0.982
2,0.01775
"multimodality","value"
0,0.00475
1,0.985
2,0.01025
"multimodality","value"
0,0.00725
1,0.97475
2,0.018
"multimodality","value"
0,5e-04
1,0.996
2,0.0035
"multimodality","value"
0,0.00125
1,0.99825
2,5e-04
"multimodality","value"
1,0.99325
2,0.00675
"multimodality","value"
0,0.00025
1,0.9955
2,0.004
3,0.00025
"multimodality","value"
0,0.00075
1,0.97275
2,0.026
3,5e-04
"multimodality","value"
0,5e-04
1,0.99375
2,0.00575
"multimodality","value"
1,0.98875
2,0.01125
"multimodality","value"
1,0.99875
2,0.00125
"multimodality","value"
0,0.00025
1,0.989
2,0.01075
"multimodality","value"
0,0.00025
1,0.94625
2,0.05325
3,0.00025
"multimodality","value"
0,0.00025
1,0.99875
2,0.001
"multimodality","value"
0,0.00025
1,0.99875
2,0.001
"multimodality","value"
0,5e-04
1,0.998
2,0.0015
"multimodality","value"
0,0.0025
1,0.987
2,0.0105
"multimodality","value"
0,0.0015
1,0.99325
2,0.00525
"multimodality","value"
0,0.00025
1,0.99975
"multimodality","value"
1,0.99925
2,0.00075
"multimodality","value"
0,0.00025
1,0.99675
2,0.003
"multimodality","value"
0,5e-04
1,0.998
2,0.0015
"multimodality","value"
1,0.9205
2,0.07925
3,0.00025
"multimodality","value"
0,0.002
1,0.98575
2,0.012
3,0.00025
"multimodality","value"
0,0.00025
1,0.98825
2,0.0115
"multimodality","value"
1,0.99975
2,0.00025
"multimodality","value"
0,0.00025
1,0.98975
2,0.01
"multimodality","value"
0,5e-04
1,0.99925
2,0.00025
"multimodality","value"
0,0.00025
1,0.98225
2,0.0175
"multimodality","value"
1,0.97575
2,0.02375
3,5e-04
"multimodality","value"
0,0.001
1,0.99825
2,0.00075
"multimodality","value"
1,0.99575
2,0.00425
"multimodality","value"
1,0.996
2,0.004
"multimodality","value"
1,0.99875
2,0.00125
"multimodality","value"
1,0.99425
2,0.00575
"multimodality","value"
1,0.99875
2,0.00125
"multimodality","value"
0,0.00025
1,0.99925
2,5e-04
"multimodality","value"
1,0.99975
2,0.00025
"multimodality","value"
1,0.99925
2,0.00075
"multimodality","value"
1,1
"multimodality","value"
0,0.00025
1,0.9995
2,0.00025
"multimodality","value"
1,0.99925
2,0.00075
"multimodality","value"
0,0.00025
1,0.99975
"multimodality","value"
1,0.9995
2,5e-04
"multimodality","value"
1,0.9995
2,5e-04
"multimodality","value"
0,0.00025
1,0.99925
2,5e-04
"multimodality","value"
0,0.001
1,0.9955
2,0.0035
"multimodality","value"
1,0.9965
2,0.0035
"multimodality","value"
1,0.99925
2,0.00075
"multimodality","value"
1,0.9995
2,5e-04
"multimodality","value"
1,0.9995
2,5e-04
"multimodality","value"
1,0.999
2,0.001
"multimodality","value"
1,1
"multimodality","value"
0,0.00075
1,0.99925
"multimodality","value"
0,0.00025
1,0.99975
"multimodality","value"
1,0.999
2,0.001
"multimodality","value"
1,0.99975
2,0.00025
"multimodality","value"
1,1
"multimodality","value"
0,5e-04
1,0.99625
2,0.00325
"multimodality","value"
0,5e-04
1,0.983
2,0.0165
"multimodality","value"
0,0.00225
1,0.99775
"multimodality","value"
1,0.99475
2,0.00525
"multimodality","value"
1,1
"multimodality","value"
1,1
"multimodality","value"
0,0.00075
1,0.99925
