"multimodality","value"
0,0.40575
1,0.57025
2,0.024
"multimodality","value"
0,0.26325
1,0.7205
2,0.016
3,0.00025
"multimodality","value"
0,0.32975
1,0.6455
2,0.02475
"multimodality","value"
0,0.265
1,0.706
2,0.02825
3,0.00075
"multimodality","value"
0,0.6375
1,0.3445
2,0.01775
3,0.00025
"multimodality","value"
0,0.45125
1,0.50825
2,0.04
3,5e-04
"multimodality","value"
0,0.72675
1,0.25925
2,0.014
"multimodality","value"
0,0.41675
1,0.5575
2,0.0255
3,0.00025
"multimodality","value"
0,0.08925
1,0.901
2,0.00975
"multimodality","value"
0,0.58025
1,0.405
2,0.01475
"multimodality","value"
0,0.73225
1,0.258
2,0.00975
"multimodality","value"
0,0.428
1,0.52425
2,0.04775
"multimodality","value"
0,0.72075
1,0.2705
2,0.00875
"multimodality","value"
0,0.29475
1,0.69375
2,0.0115
"multimodality","value"
0,0.45775
1,0.52025
2,0.022
"multimodality","value"
0,0.72825
1,0.2445
2,0.02675
3,5e-04
"multimodality","value"
0,0.476
1,0.501
2,0.02275
3,0.00025
"multimodality","value"
0,0.39425
1,0.581
2,0.02475
"multimodality","value"
0,0.3875
1,0.59975
2,0.01225
3,5e-04
"multimodality","value"
0,0.471
1,0.51275
2,0.01625
"multimodality","value"
0,0.50975
1,0.46225
2,0.02775
3,0.00025
"multimodality","value"
0,0.4035
1,0.56825
2,0.02825
"multimodality","value"
0,0.61075
1,0.37225
2,0.017
"multimodality","value"
0,0.20725
1,0.78425
2,0.0085
"multimodality","value"
0,0.669
1,0.32325
2,0.00775
"multimodality","value"
0,0.46625
1,0.50725
2,0.0265
"multimodality","value"
0,0.41725
1,0.564
2,0.01875
"multimodality","value"
0,0.54775
1,0.42775
2,0.024
3,5e-04
"multimodality","value"
0,0.595
1,0.37975
2,0.02475
3,5e-04
"multimodality","value"
0,0.69625
1,0.28625
2,0.0175
"multimodality","value"
0,0.61475
1,0.35775
2,0.027
3,5e-04
"multimodality","value"
0,0.68575
1,0.28875
2,0.025
3,5e-04
"multimodality","value"
0,0.1765
1,0.79625
2,0.02725
"multimodality","value"
0,0.34225
1,0.62725
2,0.0305
"multimodality","value"
0,0.77375
1,0.214
2,0.01225
"multimodality","value"
0,0.47675
1,0.50025
2,0.022
3,0.001
"multimodality","value"
0,0.66625
1,0.31675
2,0.01675
3,0.00025
"multimodality","value"
0,0.4125
1,0.57175
2,0.0155
3,0.00025
"multimodality","value"
0,0.2005
1,0.7745
2,0.0245
3,5e-04
"multimodality","value"
0,0.475
1,0.50575
2,0.01925
"multimodality","value"
0,0.17075
1,0.81375
2,0.01525
3,0.00025
"multimodality","value"
0,0.588
1,0.3995
2,0.01225
3,0.00025
"multimodality","value"
0,0.39175
1,0.56075
2,0.04575
3,0.00175
"multimodality","value"
0,0.36
1,0.62875
2,0.01125
"multimodality","value"
0,0.7675
1,0.219
2,0.0135
"multimodality","value"
0,0.52375
1,0.4605
2,0.0155
3,0.00025
"multimodality","value"
0,0.30775
1,0.65725
2,0.03475
3,0.00025
"multimodality","value"
0,0.1225
1,0.83525
2,0.04175
3,5e-04
"multimodality","value"
0,0.5025
1,0.47725
2,0.02025
"multimodality","value"
0,0.3605
1,0.6085
2,0.0295
3,0.0015
"multimodality","value"
0,0.54275
1,0.42625
2,0.031
"multimodality","value"
0,0.5915
1,0.385
2,0.023
3,5e-04
"multimodality","value"
0,0.11275
1,0.86375
2,0.02325
3,0.00025
"multimodality","value"
0,0.42
1,0.564
2,0.01575
3,0.00025
"multimodality","value"
0,0.2275
1,0.75175
2,0.0205
3,0.00025
"multimodality","value"
0,0.4065
1,0.55125
2,0.04125
3,0.001
"multimodality","value"
0,0.208
1,0.754
2,0.038
"multimodality","value"
0,0.51125
1,0.445
2,0.04375
"multimodality","value"
0,0.2415
1,0.7355
2,0.023
"multimodality","value"
0,0.46775
1,0.504
2,0.02725
3,0.001
"multimodality","value"
0,0.565
1,0.4125
2,0.02225
3,0.00025
"multimodality","value"
0,0.45125
1,0.50275
2,0.0455
3,5e-04
"multimodality","value"
0,0.599
1,0.38325
2,0.0175
3,0.00025
"multimodality","value"
0,0.54525
1,0.42875
2,0.026
"multimodality","value"
0,0.31975
1,0.64775
2,0.03225
3,0.00025
"multimodality","value"
0,0.37975
1,0.58325
2,0.03625
3,0.00075
"multimodality","value"
0,0.66525
1,0.32425
2,0.00975
3,0.00075
"multimodality","value"
0,0.17975
1,0.8065
2,0.01375
"multimodality","value"
0,0.1755
1,0.80325
2,0.02125
"multimodality","value"
0,0.72875
1,0.2585
2,0.01275
"multimodality","value"
0,0.15025
1,0.83725
2,0.01225
3,0.00025
"multimodality","value"
0,0.3165
1,0.65225
2,0.03125
"multimodality","value"
0,0.522
1,0.441
2,0.03675
3,0.00025
"multimodality","value"
0,0.10225
1,0.85425
2,0.04325
3,0.00025
"multimodality","value"
0,0.5095
1,0.45375
2,0.03675
"multimodality","value"
0,0.25525
1,0.71075
2,0.033
3,0.001
"multimodality","value"
0,0.501
1,0.48625
2,0.01225
3,5e-04
"multimodality","value"
0,0.66375
1,0.3075
2,0.02875
"multimodality","value"
0,0.31525
1,0.669
2,0.01575
"multimodality","value"
0,0.4195
1,0.577
2,0.0035
"multimodality","value"
0,0.3965
1,0.55675
2,0.046
3,0.00075
"multimodality","value"
0,0.44525
1,0.54025
2,0.0145
"multimodality","value"
0,0.53625
1,0.443
2,0.02075
"multimodality","value"
0,0.58525
1,0.39625
2,0.018
3,5e-04
"multimodality","value"
0,0.0895
1,0.8965
2,0.014
"multimodality","value"
0,0.0925
1,0.8825
2,0.02425
3,0.00075
"multimodality","value"
0,0.35925
1,0.62225
2,0.018
3,5e-04
"multimodality","value"
0,0.46525
1,0.5095
2,0.025
3,0.00025
"multimodality","value"
0,0.69675
1,0.2725
2,0.03075
"multimodality","value"
0,0.516
1,0.47125
2,0.01275
"multimodality","value"
0,0.72525
1,0.2525
2,0.02175
3,5e-04
"multimodality","value"
0,0.4675
1,0.50525
2,0.027
3,0.00025
"multimodality","value"
0,0.4115
1,0.559
2,0.029
3,5e-04
"multimodality","value"
0,0.5715
1,0.39875
2,0.02925
3,5e-04
"multimodality","value"
0,0.29375
1,0.6635
2,0.04275
"multimodality","value"
0,0.4305
1,0.53725
2,0.0315
3,0.00075
"multimodality","value"
0,0.318
1,0.65775
2,0.024
3,0.00025
"multimodality","value"
0,0.46625
1,0.5055
2,0.0275
3,0.00075
"multimodality","value"
0,0.502
1,0.47625
2,0.02175
"multimodality","value"
0,0.6585
1,0.31875
2,0.0225
3,0.00025
