"multimodality","value"
0,0.018
1,0.94
2,0.04175
3,0.00025
"multimodality","value"
0,0.02425
1,0.96675
2,0.00875
3,0.00025
"multimodality","value"
0,0.035
1,0.906
2,0.0585
3,5e-04
"multimodality","value"
0,0.052
1,0.90475
2,0.04325
"multimodality","value"
0,0.02175
1,0.97225
2,0.006
"multimodality","value"
0,0.1045
1,0.83375
2,0.06025
3,0.0015
"multimodality","value"
0,0.093
1,0.84025
2,0.06625
3,5e-04
"multimodality","value"
0,0.42375
1,0.5175
2,0.05825
3,5e-04
"multimodality","value"
0,0.076
1,0.89975
2,0.02425
"multimodality","value"
0,0.0115
1,0.96875
2,0.01975
"multimodality","value"
0,0.008
1,0.97575
2,0.016
3,0.00025
"multimodality","value"
0,0.0745
1,0.875
2,0.04925
3,0.00125
"multimodality","value"
0,0.10675
1,0.87725
2,0.01575
3,0.00025
"multimodality","value"
0,0.2095
1,0.7525
2,0.03725
3,0.00075
"multimodality","value"
0,0.0155
1,0.9635
2,0.0205
3,5e-04
"multimodality","value"
0,0.10075
1,0.883
2,0.01575
3,5e-04
"multimodality","value"
0,0.17775
1,0.69175
2,0.12925
3,0.00125
"multimodality","value"
0,0.237
1,0.67925
2,0.08275
3,0.00075
4,0.00025
"multimodality","value"
0,0.00675
1,0.982
2,0.011
3,0.00025
"multimodality","value"
0,0.03475
1,0.9105
2,0.054
3,0.00075
"multimodality","value"
0,0.1585
1,0.82525
2,0.0155
3,0.00075
"multimodality","value"
0,0.06425
1,0.92525
2,0.01025
3,0.00025
"multimodality","value"
0,0.097
1,0.8095
2,0.0925
3,0.00075
4,0.00025
"multimodality","value"
0,0.2185
1,0.7535
2,0.02725
3,0.00075
"multimodality","value"
0,0.1205
1,0.85625
2,0.02325
"multimodality","value"
0,0.21
1,0.655
2,0.1325
3,0.0025
"multimodality","value"
0,0.124
1,0.8525
2,0.0235
"multimodality","value"
0,0.04525
1,0.942
2,0.0125
3,0.00025
"multimodality","value"
0,0.292
1,0.59275
2,0.11525
"multimodality","value"
0,0.0595
1,0.919
2,0.02125
3,0.00025
"multimodality","value"
0,0.14275
1,0.7535
2,0.10375
"multimodality","value"
0,0.07825
1,0.86075
2,0.06075
3,0.00025
"multimodality","value"
0,0.26225
1,0.72425
2,0.0135
"multimodality","value"
0,0.01825
1,0.924
2,0.057
3,0.00075
"multimodality","value"
0,0.2215
1,0.73875
2,0.03925
3,5e-04
"multimodality","value"
0,0.329
1,0.5355
2,0.13475
3,0.00075
"multimodality","value"
0,0.0915
1,0.8205
2,0.08775
3,0.00025
"multimodality","value"
0,0.0815
1,0.87775
2,0.04025
3,5e-04
"multimodality","value"
0,0.16175
1,0.81325
2,0.024
3,0.001
"multimodality","value"
0,0.0835
1,0.892
2,0.0245
"multimodality","value"
0,0.032
1,0.95425
2,0.01375
"multimodality","value"
0,0.13325
1,0.819
2,0.0475
3,0.00025
"multimodality","value"
0,0.016
1,0.944
2,0.03975
3,0.00025
"multimodality","value"
0,0.042
1,0.92225
2,0.03525
3,5e-04
"multimodality","value"
0,0.045
1,0.9155
2,0.0395
"multimodality","value"
0,0.16725
1,0.8145
2,0.01825
"multimodality","value"
0,0.01925
1,0.94025
2,0.0395
3,0.001
"multimodality","value"
0,0.2395
1,0.72125
2,0.03825
3,0.001
"multimodality","value"
0,0.17975
1,0.7175
2,0.10275
"multimodality","value"
0,0.26725
1,0.59775
2,0.13275
3,0.00225
"multimodality","value"
0,0.03825
1,0.5615
2,0.39875
3,0.0015
"multimodality","value"
0,0.013
1,0.9745
2,0.0125
"multimodality","value"
0,0.036
1,0.76375
2,0.19875
3,0.0015
"multimodality","value"
0,0.00725
1,0.9735
2,0.01925
"multimodality","value"
0,0.13625
1,0.824
2,0.0385
3,0.00125
"multimodality","value"
0,0.0995
1,0.7935
2,0.10525
3,0.00175
"multimodality","value"
0,0.1625
1,0.8195
2,0.0175
3,5e-04
"multimodality","value"
0,0.07775
1,0.779
2,0.1425
3,0.00075
"multimodality","value"
0,0.02225
1,0.9245
2,0.052
3,0.00125
"multimodality","value"
0,0.0545
1,0.883
2,0.06175
3,0.00075
"multimodality","value"
0,0.097
1,0.7835
2,0.119
3,5e-04
"multimodality","value"
0,0.024
1,0.95025
2,0.025
3,0.00075
"multimodality","value"
0,0.0245
1,0.9315
2,0.04375
3,0.00025
"multimodality","value"
0,0.0925
1,0.86375
2,0.04225
3,0.0015
"multimodality","value"
0,0.05175
1,0.909
2,0.03875
3,5e-04
"multimodality","value"
0,0.085
1,0.8915
2,0.02325
3,0.00025
"multimodality","value"
0,0.05125
1,0.90325
2,0.045
3,5e-04
"multimodality","value"
0,0.05725
1,0.91725
2,0.02525
3,0.00025
"multimodality","value"
0,0.3
1,0.68475
2,0.015
3,0.00025
"multimodality","value"
0,0.07625
1,0.8695
2,0.054
3,0.00025
"multimodality","value"
0,0.0125
1,0.91275
2,0.0745
3,0.00025
"multimodality","value"
0,0.05775
1,0.82775
2,0.11375
3,0.00075
"multimodality","value"
0,0.0175
1,0.95275
2,0.02975
"multimodality","value"
0,0.1155
1,0.8535
2,0.02925
3,0.00175
"multimodality","value"
0,0.02525
1,0.9085
2,0.066
3,0.00025
"multimodality","value"
0,0.038
1,0.9505
2,0.01125
3,0.00025
"multimodality","value"
0,0.01175
1,0.98175
2,0.0065
"multimodality","value"
0,0.1325
1,0.52825
2,0.3385
3,0.00075
"multimodality","value"
0,0.015
1,0.96425
2,0.02075
"multimodality","value"
0,0.0165
1,0.9585
2,0.025
"multimodality","value"
0,0.0075
1,0.9275
2,0.0645
3,5e-04
"multimodality","value"
0,0.17525
1,0.7675
2,0.05575
3,0.0015
"multimodality","value"
0,0.11875
1,0.7765
2,0.10475
"multimodality","value"
0,0.13075
1,0.80675
2,0.06175
3,0.00075
"multimodality","value"
0,0.0485
1,0.88325
2,0.06775
3,5e-04
"multimodality","value"
0,0.039
1,0.926
2,0.0345
3,5e-04
"multimodality","value"
0,0.197
1,0.77275
2,0.03
3,0.00025
"multimodality","value"
0,0.11275
1,0.8345
2,0.0525
3,0.00025
"multimodality","value"
0,0.10725
1,0.8235
2,0.0685
3,0.00075
"multimodality","value"
0,0.03125
1,0.9425
2,0.026
3,0.00025
"multimodality","value"
0,0.028
1,0.927
2,0.04475
3,0.00025
"multimodality","value"
0,0.07175
1,0.903
2,0.025
3,0.00025
"multimodality","value"
0,0.087
1,0.86625
2,0.04575
3,0.001
"multimodality","value"
0,0.07125
1,0.889
2,0.0395
3,0.00025
"multimodality","value"
0,0.05125
1,0.8455
2,0.103
3,0.00025
"multimodality","value"
0,0.016
1,0.97225
2,0.0115
3,0.00025
