"multimodality","value"
0,0.187
1,0.78375
2,0.0285
3,0.00075
"multimodality","value"
0,0.0725
1,0.89225
2,0.0345
3,0.00075
"multimodality","value"
0,0.26375
1,0.68925
2,0.04575
3,0.00125
"multimodality","value"
0,0.15425
1,0.715
2,0.13
3,0.00075
"multimodality","value"
0,0.27725
1,0.703
2,0.0195
3,0.00025
"multimodality","value"
0,0.01725
1,0.9355
2,0.04725
"multimodality","value"
0,0.024
1,0.93825
2,0.03775
"multimodality","value"
0,0.05525
1,0.9245
2,0.02025
"multimodality","value"
0,0.1005
1,0.758
2,0.14125
4,0.00025
"multimodality","value"
0,0.04325
1,0.94575
2,0.011
"multimodality","value"
0,0.03125
1,0.9535
2,0.01525
"multimodality","value"
0,0.04925
1,0.899
2,0.0505
3,0.00125
"multimodality","value"
0,0.00075
1,0.86175
2,0.1375
"multimodality","value"
0,0.14125
1,0.81325
2,0.0445
3,0.001
"multimodality","value"
0,0.03875
1,0.9525
2,0.00875
"multimodality","value"
0,0.01575
1,0.97525
2,0.009
"multimodality","value"
0,0.04975
1,0.9095
2,0.0405
3,0.00025
"multimodality","value"
0,0.02225
1,0.92325
2,0.054
3,5e-04
"multimodality","value"
0,0.061
1,0.827
2,0.1115
3,5e-04
"multimodality","value"
0,0.13775
1,0.7095
2,0.1525
3,0.00025
"multimodality","value"
0,0.05875
1,0.8975
2,0.0435
3,0.00025
"multimodality","value"
0,0.343
1,0.5925
2,0.06425
3,0.00025
"multimodality","value"
0,0.06025
1,0.9175
2,0.022
3,0.00025
"multimodality","value"
0,0.016
1,0.97375
2,0.01025
"multimodality","value"
0,0.24875
1,0.717
2,0.034
3,0.00025
"multimodality","value"
0,0.02425
1,0.971
2,0.00475
"multimodality","value"
0,0.0685
1,0.8145
2,0.11675
3,0.00025
"multimodality","value"
0,0.02775
1,0.74275
2,0.229
3,5e-04
"multimodality","value"
0,0.20925
1,0.74
2,0.04975
3,0.001
"multimodality","value"
0,0.0845
1,0.888
2,0.027
3,5e-04
"multimodality","value"
0,0.0045
1,0.993
2,0.0025
"multimodality","value"
0,0.0645
1,0.90825
2,0.027
3,0.00025
"multimodality","value"
0,0.06225
1,0.903
2,0.034
3,0.00075
"multimodality","value"
0,0.072
1,0.905
2,0.02275
3,0.00025
"multimodality","value"
0,0.1435
1,0.81175
2,0.0445
3,0.00025
"multimodality","value"
0,0.06925
1,0.8175
2,0.11275
3,5e-04
"multimodality","value"
0,0.11075
1,0.86
2,0.029
3,0.00025
"multimodality","value"
0,0.0495
1,0.93375
2,0.01675
"multimodality","value"
0,0.02975
1,0.95525
2,0.01475
3,0.00025
"multimodality","value"
0,0.05375
1,0.88025
2,0.065
3,0.001
"multimodality","value"
0,0.0315
1,0.833
2,0.13475
3,0.00075
"multimodality","value"
0,0.063
1,0.8985
2,0.038
3,5e-04
"multimodality","value"
0,0.00825
1,0.98425
2,0.00725
3,0.00025
"multimodality","value"
0,0.1585
1,0.77775
2,0.0635
3,0.00025
"multimodality","value"
