"multimodality","value"
0,0.1515
1,0.83175
2,0.01675
"multimodality","value"
0,0.0625
1,0.86125
2,0.0745
3,0.00175
"multimodality","value"
0,0.056
1,0.92975
2,0.01425
"multimodality","value"
0,0.11675
1,0.84025
2,0.042
3,0.001
"multimodality","value"
0,0.0995
1,0.8735
2,0.027
"multimodality","value"
0,0.2735
1,0.70325
2,0.02325
"multimodality","value"
0,0.05475
1,0.91525
2,0.0295
3,5e-04
"multimodality","value"
0,0.01025
1,0.9725
2,0.01725
"multimodality","value"
0,0.16375
1,0.7195
2,0.1165
3,0.00025
"multimodality","value"
0,0.151
1,0.76475
2,0.08425
"multimodality","value"
0,0.095
1,0.83975
2,0.0645
3,0.00075
"multimodality","value"
0,0.23725
1,0.69075
2,0.07125
3,0.00075
"multimodality","value"
0,0.1475
1,0.7935
2,0.05825
3,0.00075
"multimodality","value"
0,0.05825
1,0.91325
2,0.0285
"multimodality","value"
0,0.099
1,0.84725
2,0.05325
3,0.00025
4,0.00025
"multimodality","value"
0,0.0845
1,0.9105
2,0.005
"multimodality","value"
0,0.174
1,0.77075
2,0.05475
3,5e-04
"multimodality","value"
0,0.3195
1,0.65675
2,0.0235
3,0.00025
"multimodality","value"
0,0.15875
1,0.59975
2,0.2405
3,0.001
"multimodality","value"
0,0.29275
1,0.5565
2,0.1495
3,0.00125
"multimodality","value"
0,0.03575
1,0.95225
2,0.01175
3,0.00025
"multimodality","value"
0,0.05825
1,0.85225
2,0.08925
3,0.00025
"multimodality","value"
0,0.238
1,0.691
2,0.071
"multimodality","value"
0,0.1345
1,0.845
2,0.0205
"multimodality","value"
0,0.04025
1,0.93
2,0.02925
3,5e-04
"multimodality","value"
0,0.13075
1,0.82525
2,0.0435
3,5e-04
"multimodality","value"
0,0.13725
1,0.8225
2,0.04025
"multimodality","value"
0,0.045
1,0.87175
2,0.083
3,0.00025
"multimodality","value"
0,0.2625
1,0.70675
2,0.03025
3,5e-04
"multimodality","value"
0,0.18175
1,0.786
2,0.03175
3,5e-04
"multimodality","value"
0,0.0285
1,0.942
2,0.0295
"multimodality","value"
0,0.186
1,0.72525
2,0.0885
3,0.00025
"multimodality","value"
0,0.0885
1,0.89575
2,0.0155
3,0.00025
"multimodality","value"
0,0.02925
1,0.95
2,0.02075
"multimodality","value"
0,0.18875
1,0.77725
2,0.034
"multimodality","value"
0,0.173
1,0.653
2,0.16925
3,0.00475
"multimodality","value"
0,0.16675
1,0.75875
2,0.0745
"multimodality","value"
0,0.0965
1,0.58575
2,0.31675
3,0.001
"multimodality","value"
0,0.12025
1,0.86625
2,0.0135
"multimodality","value"
0,0.18075
1,0.77775
2,0.0415
"multimodality","value"
0,0.243
1,0.73775
2,0.01875
3,5e-04
"multimodality","value"
0,0.06475
1,0.83725
2,0.097
3,0.001
"multimodality","value"
0,0.02725
1,0.9385
2,0.034
3,0.00025
"multimodality","value"
0,0.0485
1,0.91925
2,0.03225
"multimodality","value"
0,0.42225
1,0.445
2,0.13225
3,5e-04
"multimodality","value"
0,0.19375
1,0.695
2,0.11125
"multimodality","value"
0,0.3465
1,0.58925
2,0.0635
3,0.00075
"multimodality","value"
0,0.0815
1,0.75075
2,0.16775
"multimodality","value"
0,0.12475
1,0.4185
2,0.45475
3,0.00175
4,0.00025
"multimodality","value"
0,0.32075
1,0.65975
2,0.01875
3,0.00075
"multimodality","value"
0,0.19225
1,0.667
2,0.14
3,0.00075
"multimodality","value"
0,0.2645
1,0.696
2,0.039
3,5e-04
"multimodality","value"
0,0.11
1,0.8615
2,0.027
3,0.0015
"multimodality","value"
0,0.099
1,0.463
2,0.437
3,0.001
"multimodality","value"
0,0.11775
1,0.85175
2,0.0305
"multimodality","value"
0,0.1075
1,0.85225
2,0.04
3,0.00025
"multimodality","value"
0,0.4475
1,0.529
2,0.0235
"multimodality","value"
0,0.8815
1,0.11625
2,0.00225
"multimodality","value"
0,0.30625
1,0.656
2,0.03775
"multimodality","value"
0,0.1485
1,0.833
2,0.01825
3,0.00025
"multimodality","value"
0,0.14675
1,0.72725
2,0.12325
3,0.00275
"multimodality","value"
0,0.1705
1,0.77225
2,0.0565
3,0.00075
"multimodality","value"
0,0.11225
1,0.84875
2,0.037
3,0.002
"multimodality","value"
0,0.187
1,0.7755
2,0.0375
"multimodality","value"
0,0.14125
1,0.606
2,0.252
3,0.00075
"multimodality","value"
0,0.50275
1,0.488
2,0.00925
"multimodality","value"
0,0.2175
1,0.73275
2,0.04925
3,5e-04
"multimodality","value"
0,0.14425
1,0.78925
2,0.06575
3,0.00075
"multimodality","value"
0,0.499
1,0.473
2,0.028
"multimodality","value"
0,0.27875
1,0.68175
2,0.03825
3,0.00125
"multimodality","value"
0,0.1855
1,0.76675
2,0.0475
3,0.00025
"multimodality","value"
0,0.54625
1,0.43975
2,0.01375
3,0.00025
"multimodality","value"
0,0.20025
1,0.76675
2,0.0325
3,5e-04
"multimodality","value"
0,0.0345
1,0.93925
2,0.026
3,0.00025
"multimodality","value"
0,0.01725
1,0.981
2,0.00175
"multimodality","value"
0,0.221
1,0.77
2,0.009
"multimodality","value"
0,0.10325
1,0.86425
2,0.0325
"multimodality","value"
0,0.58775
1,0.388
2,0.02425
"multimodality","value"
0,0.08325
1,0.88275
2,0.03225
3,0.00175
"multimodality","value"
0,0.22225
1,0.576
2,0.20175
"multimodality","value"
0,0.13725
1,0.61625
2,0.245
3,0.0015
"multimodality","value"
0,0.21925
1,0.73775
2,0.04275
3,0.00025
"multimodality","value"
0,0.11425
1,0.8245
2,0.0605
3,0.00075
"multimodality","value"
0,0.03425
1,0.95375
2,0.012
"multimodality","value"
0,0.0655
1,0.92525
2,0.00925
"multimodality","value"
0,0.2925
1,0.6345
2,0.07225
3,0.00075
"multimodality","value"
0,0.1395
1,0.77175
2,0.08775
3,0.001
"multimodality","value"
0,0.29075
1,0.56125
2,0.14625
3,0.00175
"multimodality","value"
0,0.0955
1,0.81275
2,0.09025
3,0.0015
"multimodality","value"
0,0.025
1,0.963
2,0.012
"multimodality","value"
0,0.1015
1,0.8665
2,0.0315
3,5e-04
"multimodality","value"
0,0.25125
1,0.6
2,0.14725
3,0.0015
"multimodality","value"
0,0.109
1,0.8455
2,0.0455
"multimodality","value"
0,0.24575
1,0.71025
2,0.04375
3,0.00025
"multimodality","value"
0,0.068
1,0.9215
2,0.01025
3,0.00025
"multimodality","value"
0,0.07025
1,0.91225
2,0.0175
"multimodality","value"
0,0.1085
1,0.8615
2,0.02975
3,0.00025
"multimodality","value"
0,0.08375
1,0.893
2,0.02275
3,5e-04
"multimodality","value"
0,0.05725
1,0.938
2,0.0045
3,0.00025
"multimodality","value"
0,0.301
1,0.526
2,0.17125
3,0.00175
