"multimodality","value"
0,0.47925
1,0.50275
2,0.01775
3,0.00025
"multimodality","value"
0,0.56825
1,0.41525
2,0.0165
"multimodality","value"
0,0.60225
1,0.37975
2,0.018
"multimodality","value"
0,0.703
1,0.291
2,0.006
"multimodality","value"
0,0.453
1,0.5205
2,0.02625
3,0.00025
"multimodality","value"
0,0.581
1,0.40475
2,0.01425
"multimodality","value"
0,0.68825
1,0.29125
2,0.02
3,5e-04
"multimodality","value"
0,0.634
1,0.35125
2,0.01475
"multimodality","value"
0,0.56575
1,0.428
2,0.00625
"multimodality","value"
0,0.65525
1,0.3275
2,0.01725
"multimodality","value"
0,0.75575
1,0.233
2,0.011
3,0.00025
"multimodality","value"
0,0.47275
1,0.52475
2,0.0025
"multimodality","value"
0,0.57375
1,0.41375
2,0.01225
3,0.00025
"multimodality","value"
0,0.49125
1,0.5045
2,0.00425
"multimodality","value"
0,0.6645
1,0.32175
2,0.0135
3,0.00025
"multimodality","value"
0,0.72325
1,0.268
2,0.00825
3,5e-04
"multimodality","value"
0,0.65625
1,0.326
2,0.0175
3,0.00025
"multimodality","value"
0,0.4995
1,0.491
2,0.0095
"multimodality","value"
0,0.56275
1,0.415
2,0.022
3,0.00025
"multimodality","value"
0,0.73975
1,0.25575
2,0.0045
"multimodality","value"
0,0.746
1,0.2435
2,0.0105
"multimodality","value"
0,0.27925
1,0.70175
2,0.01875
3,0.00025
"multimodality","value"
0,0.36525
1,0.611
2,0.02375
"multimodality","value"
0,0.57175
1,0.42
2,0.008
3,0.00025
"multimodality","value"
0,0.6265
1,0.368
2,0.0055
"multimodality","value"
0,0.40425
1,0.581
2,0.0145
3,0.00025
"multimodality","value"
0,0.7585
1,0.23725
2,0.00425
"multimodality","value"
0,0.52
1,0.4695
2,0.0105
"multimodality","value"
0,0.5725
1,0.40575
2,0.02175
"multimodality","value"
0,0.72075
1,0.26625
2,0.013
"multimodality","value"
0,0.53725
1,0.44125
2,0.02125
3,0.00025
"multimodality","value"
0,0.3985
1,0.5965
2,0.005
"multimodality","value"
0,0.446
1,0.5435
2,0.01025
3,0.00025
"multimodality","value"
0,0.63975
1,0.347
2,0.01325
"multimodality","value"
0,0.8725
1,0.11925
2,0.00825
"multimodality","value"
0,0.395
1,0.59275
2,0.01225
"multimodality","value"
0,0.7405
1,0.2435
2,0.016
"multimodality","value"
0,0.5745
1,0.411
2,0.01425
3,0.00025
"multimodality","value"
0,0.41675
1,0.572
2,0.011
3,0.00025
"multimodality","value"
0,0.5285
1,0.452
2,0.0195
"multimodality","value"
0,0.4265
1,0.564
2,0.0095
"multimodality","value"
0,0.36875
1,0.61125
2,0.02
"multimodality","value"
0,0.43475
1,0.55325
2,0.012
"multimodality","value"
0,0.74625
1,0.23625
2,0.0175
"multimodality","value"
0,0.8225
1,0.1685
2,0.009
"multimodality","value"
0,0.4415
1,0.5445
2,0.014
"multimodality","value"
0,0.56725
1,0.41325
2,0.0195
"multimodality","value"
0,0.148
1,0.805
2,0.047
"multimodality","value"
0,0.55025
1,0.4385
2,0.011
3,0.00025
"multimodality","value"
0,0.5545
1,0.43575
2,0.00975
"multimodality","value"
0,0.41625
1,0.5695
2,0.01425
"multimodality","value"
0,0.67325
1,0.315
2,0.01175
"multimodality","value"
0,0.318
1,0.6525
2,0.0295
"multimodality","value"
0,0.41625
1,0.5675
2,0.01625
"multimodality","value"
0,0.766
1,0.219
2,0.015
"multimodality","value"
0,0.3945
1,0.58425
2,0.02125
"multimodality","value"
0,0.48
1,0.5
2,0.02
"multimodality","value"
0,0.6465
1,0.34375
2,0.00975
"multimodality","value"
0,0.59425
1,0.393
2,0.01275
"multimodality","value"
0,0.509
1,0.4795
2,0.0115
"multimodality","value"
0,0.79325
1,0.1915
2,0.01525
"multimodality","value"
0,0.51425
1,0.47175
2,0.01375
3,0.00025
"multimodality","value"
0,0.54475
1,0.43575
2,0.019
3,5e-04
"multimodality","value"
0,0.31775
1,0.6625
2,0.01975
"multimodality","value"
0,0.54725
1,0.439
2,0.01375
"multimodality","value"
0,0.7375
1,0.245
2,0.01725
3,0.00025
"multimodality","value"
0,0.302
1,0.6785
2,0.0195
"multimodality","value"
0,0.61175
1,0.37625
2,0.01175
3,0.00025
"multimodality","value"
0,0.7465
1,0.247
2,0.00625
3,0.00025
"multimodality","value"
0,0.4735
1,0.50775
2,0.01875
"multimodality","value"
0,0.535
1,0.4415
2,0.0235
"multimodality","value"
0,0.36575
1,0.61375
2,0.0205
"multimodality","value"
0,0.52675
1,0.4515
2,0.02175
"multimodality","value"
0,0.444
1,0.53375
2,0.022
3,0.00025
"multimodality","value"
0,0.72775
1,0.261
2,0.01125
"multimodality","value"
0,0.3675
1,0.6065
2,0.026
"multimodality","value"
0,0.771
1,0.212
2,0.017
"multimodality","value"
0,0.5635
1,0.42225
2,0.01425
"multimodality","value"
0,0.65325
1,0.338
2,0.00875
"multimodality","value"
0,0.37525
1,0.60775
2,0.017
"multimodality","value"
0,0.569
1,0.41175
2,0.01925
"multimodality","value"
0,0.70825
1,0.271
2,0.02075
"multimodality","value"
0,0.299
1,0.687
2,0.01375
3,0.00025
"multimodality","value"
0,0.36775
1,0.614
2,0.01825
"multimodality","value"
0,0.53775
1,0.44525
2,0.017
"multimodality","value"
0,0.34575
1,0.645
2,0.00925
"multimodality","value"
0,0.68875
1,0.30125
2,0.00975
3,0.00025
"multimodality","value"
0,0.46625
1,0.513
2,0.02025
3,5e-04
"multimodality","value"
0,0.42425
1,0.5415
2,0.034
3,0.00025
"multimodality","value"
0,0.48475
1,0.49975
2,0.0155
"multimodality","value"
0,0.23925
1,0.73825
2,0.02225
3,0.00025
"multimodality","value"
0,0.79575
1,0.1845
2,0.0195
3,0.00025
"multimodality","value"
0,0.62625
1,0.36475
2,0.009
"multimodality","value"
0,0.254
1,0.731
2,0.015
"multimodality","value"
0,0.64175
1,0.34525
2,0.013
"multimodality","value"
0,0.545
1,0.4415
2,0.0135
"multimodality","value"
0,0.59575
1,0.385
2,0.01875
3,5e-04
"multimodality","value"
0,0.718
1,0.26975
2,0.01225
"multimodality","value"
0,0.50075
1,0.4865
2,0.01275
"multimodality","value"
0,0.6485
1,0.34225
2,0.00925
