"multimodality","value"
0,0.02325
1,0.96425
2,0.01225
3,0.00025
"multimodality","value"
0,0.18825
1,0.7245
2,0.086
3,0.00125
"multimodality","value"
0,0.04875
1,0.9205
2,0.03075
"multimodality","value"
0,0.046
1,0.87
2,0.08325
3,0.00075
"multimodality","value"
0,0.06075
1,0.92375
2,0.0155
"multimodality","value"
0,0.054
1,0.7525
2,0.1935
"multimodality","value"
0,0.064
1,0.915
2,0.021
"multimodality","value"
0,0.03075
1,0.95575
2,0.013
3,5e-04
"multimodality","value"
0,0.0215
1,0.955
2,0.0235
"multimodality","value"
0,0.0445
1,0.65375
2,0.30075
3,0.001
"multimodality","value"
0,0.10325
1,0.889
2,0.00775
"multimodality","value"
0,0.04175
1,0.92075
2,0.03725
3,0.00025
"multimodality","value"
0,0.055
1,0.856
2,0.08875
3,0.00025
"multimodality","value"
0,0.10175
1,0.81625
2,0.08175
3,0.00025
"multimodality","value"
0,0.11475
1,0.73075
2,0.15425
3,0.00025
"multimodality","value"
0,0.01675
1,0.95375
2,0.0295
"multimodality","value"
0,0.036
1,0.94
2,0.02375
3,0.00025
"multimodality","value"
0,0.038
1,0.91875
2,0.04275
3,5e-04
"multimodality","value"
0,0.23425
1,0.75525
2,0.0105
"multimodality","value"
0,0.07225
1,0.89125
2,0.03525
3,0.00125
"multimodality","value"
0,0.126
1,0.84825
2,0.02575
"multimodality","value"
0,0.033
1,0.92725
2,0.03925
3,5e-04
"multimodality","value"
0,0.03825
1,0.9425
2,0.018
3,0.00125
"multimodality","value"
0,0.0695
1,0.76625
2,0.16375
3,5e-04
"multimodality","value"
0,0.033
1,0.92225
2,0.0445
3,0.00025
"multimodality","value"
0,0.0575
1,0.88575
2,0.05625
3,5e-04
"multimodality","value"
0,0.04625
1,0.9195
2,0.034
3,0.00025
"multimodality","value"
0,0.051
1,0.9365
2,0.01225
3,0.00025
"multimodality","value"
0,0.002
1,0.995
2,0.003
"multimodality","value"
0,0.15075
1,0.8205
2,0.02825
3,5e-04
"multimodality","value"
0,0.16975
1,0.79225
2,0.0375
3,5e-04
"multimodality","value"
0,0.00975
1,0.965
2,0.025
3,0.00025
"multimodality","value"
0,0.01225
1,0.96725
2,0.0195
3,0.001
"multimodality","value"
0,0.028
1,0.938
2,0.03375
3,0.00025
"multimodality","value"
0,0.03625
1,0.946
2,0.0175
3,0.00025
"multimodality","value"
0,0.1095
1,0.87825
2,0.01225
"multimodality","value"
0,0.062
1,0.88725
2,0.05025
3,5e-04
"multimodality","value"
0,0.0135
1,0.8525
2,0.13075
3,0.00325
"multimodality","value"
0,0.00825
1,0.96125
2,0.0305
"multimodality","value"
0,0.02475
1,0.96425
2,0.011
"multimodality","value"
0,0.0165
1,0.51625
2,0.46625
3,0.001
"multimodality","value"
0,0.035
1,0.95275
2,0.012
3,0.00025
"multimodality","value"
0,0.0595
1,0.8195
2,0.121
"multimodality","value"
0,0.00975
1,0.8965
2,0.0935
3,0.00025
"multimodality","value"
0,0.004
1,0.9955
2,5e-04
"multimodality","value"
0,0.021
1,0.914
2,0.06425
3,0.00075
"multimodality","value"
0,0.02625
1,0.88725
2,0.0865
"multimodality","value"
0,0.00625
1,0.98825
2,0.0055
"multimodality","value"
0,0.07925
1,0.87825
2,0.041
3,0.0015
"multimodality","value"
0,0.008
1,0.979
2,0.013
"multimodality","value"
0,0.0855
1,0.86775
2,0.046
3,0.00075
"multimodality","value"
0,0.03375
1,0.5015
2,0.46375
3,0.001
"multimodality","value"
0,0.048
1,0.90125
2,0.05075
"multimodality","value"
0,0.017
1,0.95875
2,0.02425
"multimodality","value"
0,0.02575
1,0.93925
2,0.03475
3,0.00025
"multimodality","value"
0,0.043
1,0.84
2,0.1165
3,5e-04
"multimodality","value"
0,0.049
1,0.947
2,0.004
"multimodality","value"
0,0.07075
1,0.83975
2,0.08875
3,0.00075
"multimodality","value"
0,0.04775
1,0.86425
2,0.08775
3,0.00025
"multimodality","value"
0,0.02125
1,0.93775
2,0.041
"multimodality","value"
0,0.61275
1,0.384
2,0.003
3,0.00025
"multimodality","value"
0,0.04975
1,0.89575
2,0.054
3,5e-04
"multimodality","value"
0,0.0145
1,0.96725
2,0.018
3,0.00025
"multimodality","value"
0,0.08025
1,0.889
2,0.03025
3,5e-04
"multimodality","value"
0,0.059
1,0.89825
2,0.04275
"multimodality","value"
0,0.04225
1,0.90025
2,0.057
3,5e-04
"multimodality","value"
0,0.014
1,0.9555
2,0.03025
3,0.00025
"multimodality","value"
0,0.048
1,0.9075
2,0.04425
3,0.00025
"multimodality","value"
0,0.0345
1,0.85775
2,0.10725
3,5e-04
"multimodality","value"
0,0.0255
1,0.825
2,0.1495
"multimodality","value"
0,0.0705
1,0.90275
2,0.02625
3,5e-04
"multimodality","value"
0,0.109
1,0.87025
2,0.0205
3,0.00025
"multimodality","value"
0,0.06075
1,0.904
2,0.035
3,0.00025
"multimodality","value"
0,0.0115
1,0.50975
2,0.4775
3,0.00125
"multimodality","value"
0,0.01775
1,0.9425
2,0.03975
"multimodality","value"
0,0.01825
1,0.90425
2,0.0775
"multimodality","value"
0,0.03675
1,0.93575
2,0.027
3,5e-04
"multimodality","value"
0,0.06025
1,0.7895
2,0.14925
3,0.001
"multimodality","value"
0,0.012
1,0.9245
2,0.0635
"multimodality","value"
0,0.001
1,0.9965
2,0.0025
"multimodality","value"
0,0.03325
1,0.9025
2,0.06425
"multimodality","value"
0,0.0075
1,0.983
2,0.0095
"multimodality","value"
0,0.18225
1,0.6935
2,0.124
3,0.00025
"multimodality","value"
0,0.01375
1,0.921
2,0.065
3,0.00025
"multimodality","value"
0,0.0725
1,0.917
2,0.01025
3,0.00025
"multimodality","value"
0,0.025
1,0.97025
2,0.00475
"multimodality","value"
0,0.033
1,0.85225
2,0.1145
3,0.00025
"multimodality","value"
0,0.0575
1,0.94175
2,0.00075
"multimodality","value"
0,0.0255
1,0.91425
2,0.06
3,0.00025
"multimodality","value"
0,0.11725
1,0.8825
2,0.00025
"multimodality","value"
0,0.11425
1,0.7745
2,0.111
3,0.00025
"multimodality","value"
0,0.0145
1,0.80975
2,0.17525
3,5e-04
"multimodality","value"
0,0.07
1,0.909
2,0.021
"multimodality","value"
0,0.01125
1,0.20925
2,0.77275
3,0.00675
"multimodality","value"
0,0.0545
1,0.922
2,0.0235
"multimodality","value"
0,0.1915
1,0.75475
2,0.05325
3,5e-04
"multimodality","value"
0,0.0765
1,0.86375
2,0.05925
3,5e-04
"multimodality","value"
0,0.14475
1,0.82525
2,0.029
3,0.001
"multimodality","value"
0,0.03175
1,0.944
2,0.02425
"multimodality","value"
0,0.084
1,0.87175
2,0.04375
3,5e-04
