bistable tp_dist
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
1 0.8801922 
0 NA 
1 0.8926635
0 NA
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
1 0.7994345 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
0 NA 
