"multimodality","value"
0,0.16925
1,0.81275
2,0.01775
3,0.00025
"multimodality","value"
0,0.3295
1,0.65275
2,0.01725
3,5e-04
"multimodality","value"
0,0.344
1,0.48625
2,0.1695
3,0.00025
"multimodality","value"
0,0.6285
1,0.3345
2,0.03675
3,0.00025
"multimodality","value"
0,0.70575
1,0.261
2,0.03325
"multimodality","value"
0,0.555
1,0.422
2,0.023
"multimodality","value"
0,0.6085
1,0.373
2,0.01775
3,0.00075
"multimodality","value"
0,0.2255
1,0.7585
2,0.01575
3,0.00025
"multimodality","value"
0,0.37025
1,0.59325
2,0.03425
3,0.00225
"multimodality","value"
0,0.06275
1,0.8875
2,0.0495
3,0.00025
"multimodality","value"
0,0.2465
1,0.719
2,0.0345
"multimodality","value"
0,0.552
1,0.41125
2,0.03675
"multimodality","value"
0,0.11375
1,0.8115
2,0.07475
"multimodality","value"
0,0.59325
1,0.3805
2,0.02575
3,5e-04
"multimodality","value"
0,0.6205
1,0.3285
2,0.051
"multimodality","value"
0,0.21425
1,0.76725
2,0.01825
3,0.00025
"multimodality","value"
0,0.3815
1,0.60125
2,0.01725
"multimodality","value"
0,0.563
1,0.3905
2,0.046
3,5e-04
"multimodality","value"
0,0.1685
1,0.804
2,0.027
3,5e-04
"multimodality","value"
0,0.49475
1,0.42075
2,0.084
3,5e-04
"multimodality","value"
0,0.27875
1,0.65475
2,0.0665
"multimodality","value"
0,0.49625
1,0.477
2,0.026
3,0.00075
"multimodality","value"
0,0.41575
1,0.57
2,0.014
3,0.00025
"multimodality","value"
0,0.4325
1,0.531
2,0.03625
3,0.00025
"multimodality","value"
0,0.00925
1,0.984
2,0.00675
"multimodality","value"
0,0.28875
1,0.67
2,0.041
3,0.00025
"multimodality","value"
0,0.2875
1,0.68825
2,0.02425
"multimodality","value"
0,0.301
1,0.65975
2,0.039
3,0.00025
"multimodality","value"
0,0.441
1,0.549
2,0.00975
3,0.00025
"multimodality","value"
0,0.78575
1,0.20275
2,0.01125
3,0.00025
"multimodality","value"
0,0.377
1,0.5335
2,0.0895
"multimodality","value"
0,0.176
1,0.7995
2,0.02425
3,0.00025
"multimodality","value"
0,0.20825
1,0.7695
2,0.022
3,0.00025
"multimodality","value"
0,0.4035
1,0.56725
2,0.029
3,0.00025
"multimodality","value"
0,0.0825
1,0.9
2,0.01725
3,0.00025
"multimodality","value"
0,0.48025
1,0.49575
2,0.024
"multimodality","value"
0,0.169
1,0.807
2,0.024
"multimodality","value"
0,0.173
1,0.78175
2,0.04475
3,5e-04
"multimodality","value"
0,0.16325
1,0.8125
2,0.02425
"multimodality","value"
0,0.45625
1,0.4845
2,0.0585
3,0.00075
"multimodality","value"
0,0.49075
1,0.46225
2,0.047
