"multimodality","value"
0,0.01
1,0.975
2,0.015
"multimodality","value"
0,5e-04
1,0.9495
2,0.05
"multimodality","value"
0,0.00375
1,0.99225
2,0.004
"multimodality","value"
0,0.00125
1,0.97525
2,0.0235
"multimodality","value"
0,0.017
1,0.96875
2,0.01425
"multimodality","value"
0,5e-04
1,0.99575
2,0.00375
"multimodality","value"
0,0.00025
1,0.99325
2,0.0065
"multimodality","value"
0,5e-04
1,0.9815
2,0.018
"multimodality","value"
0,0.01475
1,0.945
2,0.04025
"multimodality","value"
0,0.0015
1,0.995
2,0.0035
"multimodality","value"
0,0.001
1,0.989
2,0.01
"multimodality","value"
0,0.0015
1,0.995
2,0.0035
"multimodality","value"
1,0.98125
2,0.018
3,0.00075
"multimodality","value"
0,0.00825
1,0.98475
2,0.007
"multimodality","value"
0,0.0055
1,0.96625
2,0.02825
"multimodality","value"
0,0.01675
1,0.977
2,0.00625
"multimodality","value"
0,0.002
1,0.98425
2,0.01375
"multimodality","value"
0,0.003
1,0.99275
2,0.00425
"multimodality","value"
0,0.0095
1,0.95525
2,0.03525
"multimodality","value"
0,0.0045
1,0.989
2,0.0065
"multimodality","value"
0,0.042
1,0.9325
2,0.0255
"multimodality","value"
0,0.00175
1,0.99675
2,0.0015
"multimodality","value"
0,0.00175
1,0.98475
2,0.0135
"multimodality","value"
0,0.00025
1,0.99625
2,0.0035
"multimodality","value"
0,0.002
1,0.99025
2,0.00775
"multimodality","value"
0,5e-04
1,0.997
2,0.0025
"multimodality","value"
0,5e-04
1,0.9925
2,0.007
"multimodality","value"
0,0.0025
1,0.96075
2,0.03675
"multimodality","value"
0,0.001
1,0.994
2,0.005
"multimodality","value"
0,5e-04
1,0.9855
2,0.01375
3,0.00025
"multimodality","value"
0,0.00125
1,0.9925
2,0.00625
"multimodality","value"
0,0.01625
1,0.953
2,0.03075
"multimodality","value"
1,0.9905
2,0.0095
"multimodality","value"
0,0.01575
1,0.95575
2,0.0285
"multimodality","value"
0,0.006
1,0.98025
2,0.01375
"multimodality","value"
0,0.0025
1,0.99
2,0.007
3,5e-04
"multimodality","value"
1,0.95
2,0.04975
3,0.00025
"multimodality","value"
0,0.0015
1,0.97525
2,0.023
3,0.00025
"multimodality","value"
0,0.00025
1,0.9865
2,0.01325
"multimodality","value"
0,0.03375
1,0.942
2,0.024
3,0.00025
"multimodality","value"
1,0.99425
2,0.00575
"multimodality","value"
1,0.9985
2,0.0015
"multimodality","value"
0,0.00125
1,0.99175
2,0.00675
3,0.00025
"multimodality","value"
0,0.001
1,0.86625
2,0.13225
3,5e-04
"multimodality","value"
0,0.0075
1,0.85225
2,0.14025
"multimodality","value"
0,0.0055
1,0.964
2,0.0305
"multimodality","value"
0,0.00025
1,0.996
2,0.00375
"multimodality","value"
0,0.00025
1,0.9935
2,0.00625
"multimodality","value"
0,0.018
1,0.9505
2,0.03125
3,0.00025
"multimodality","value"
0,0.001
1,0.9955
2,0.0035
"multimodality","value"
1,0.9995
2,5e-04
"multimodality","value"
0,0.00075
1,0.99275
2,0.006
3,5e-04
"multimodality","value"
0,0.005
1,0.99375
2,0.00125
"multimodality","value"
0,0.0035
1,0.98825
2,0.008
3,0.00025
"multimodality","value"
0,0.00325
1,0.9855
2,0.01075
3,5e-04
"multimodality","value"
0,0.00025
1,0.93225
2,0.0675
"multimodality","value"
0,0.00325
1,0.98225
2,0.0145
"multimodality","value"
0,0.00025
1,0.995
2,0.00475
"multimodality","value"
0,0.00075
1,0.9855
2,0.01375
"multimodality","value"
0,0.00025
1,0.975
2,0.0245
3,0.00025
"multimodality","value"
1,0.99625
2,0.00375
"multimodality","value"
0,0.00025
1,0.99425
2,0.0055
"multimodality","value"
0,0.00075
1,0.99425
2,0.005
"multimodality","value"
0,0.00825
1,0.8105
2,0.18025
3,0.001
"multimodality","value"
0,0.00125
1,0.9945
2,0.00425
"multimodality","value"
0,0.02875
1,0.95325
2,0.018
"multimodality","value"
0,0.00175
1,0.99175
2,0.0065
"multimodality","value"
0,0.00025
1,0.99575
2,0.004
"multimodality","value"
0,0.00025
1,0.984
2,0.01575
"multimodality","value"
0,0.0025
1,0.99
2,0.0075
"multimodality","value"
0,0.009
1,0.9755
2,0.015
3,5e-04
"multimodality","value"
0,0.00525
1,0.97025
2,0.02425
3,0.00025
"multimodality","value"
0,0.00025
1,0.9975
2,0.00225
"multimodality","value"
0,0.003
1,0.9215
2,0.074
3,0.0015
"multimodality","value"
0,5e-04
1,0.985
2,0.0145
"multimodality","value"
0,0.00525
1,0.97925
2,0.0155
"multimodality","value"
0,0.0035
1,0.95975
2,0.03675
"multimodality","value"
1,0.99725
2,0.00275
"multimodality","value"
0,0.00125
1,0.98825
2,0.0105
"multimodality","value"
0,0.001
1,0.9895
2,0.009
3,5e-04
"multimodality","value"
1,0.962
2,0.037
3,0.001
"multimodality","value"
1,0.99075
2,0.00925
"multimodality","value"
0,0.02025
1,0.9545
2,0.025
3,0.00025
"multimodality","value"
0,0.0285
1,0.885
2,0.086
3,5e-04
"multimodality","value"
0,0.00075
1,0.98125
2,0.0175
3,5e-04
"multimodality","value"
0,0.002
1,0.581
2,0.416
3,0.001
"multimodality","value"
0,0.00225
1,0.98425
2,0.0135
"multimodality","value"
0,0.00275
1,0.99125
2,0.006
"multimodality","value"
0,0.005
1,0.91975
2,0.0745
3,0.00075
"multimodality","value"
0,0.0015
1,0.9895
2,0.009
"multimodality","value"
0,0.01375
1,0.9745
2,0.01175
"multimodality","value"
0,0.002
1,0.98175
2,0.01525
3,0.001
"multimodality","value"
0,0.02075
1,0.96225
2,0.01675
3,0.00025
"multimodality","value"
0,0.00825
1,0.8255
2,0.1645
3,0.00175
"multimodality","value"
0,0.0015
1,0.9895
2,0.009
"multimodality","value"
0,0.01025
1,0.98075
2,0.009
"multimodality","value"
0,0.001
1,0.99675
2,0.00225
"multimodality","value"
1,0.981
2,0.01875
3,0.00025
